Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:55:67,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:55:67,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:55:67,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:55:67,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:55:67,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:20:28,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:36:44,Petal:1:3,PetalW:01:09
Iris:setosa,Sepal:43:55,SepalW:28:36,Petal:1:3,PetalW:01:09
Iris:versicolor,Sepal:67:79,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:67:79,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:43:55,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:43:55,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:43:55,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:67:79,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:17:25
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:67:79,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:5:7,PetalW:09:17
Iris:versicolor,Sepal:43:55,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:67:79,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:43:55,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:43:55,SepalW:20:28,Petal:3:5,PetalW:09:17
Iris:versicolor,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:09:17
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:20:28,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:43:55,SepalW:20:28,Petal:3:5,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:20:28,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:36:44,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:20:28,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:20:28,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:36:44,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:20:28,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:20:28,Petal:5:7,PetalW:09:17
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:20:28,Petal:3:5,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:09:17
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:36:44,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:09:17
Iris:virginica,Sepal:55:67,SepalW:20:28,Petal:5:7,PetalW:09:17
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:3:5,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:20:28,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:67:79,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:20:28,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
Iris:virginica,Sepal:55:67,SepalW:28:36,Petal:5:7,PetalW:17:25
